batch,id,client,title,description,price
582bf21a-a15c-4a06-afd7-408073f62e65,3f9c1d49-a823-421c-abda-6d94d3c3c8b3,Hallie,NCx GgegraijwksEHbDdExQIC,VELpNpMVFZxC-PEAtnF kipxPR1JibVvhmtVJAZE_S PU-dzi4aiaeoe-YqivvIZHOK3unZwO qiLQYnODT2lid_Pb68a8Gztya NBzI28cjxyiiQabs6XYaMdVvvo97kjrYyvxkrpnY--s3YvZt4yY8qL4DojznF_sB,494.87
582bf21a-a15c-4a06-afd7-408073f62e65,b59b147c-ab19-40a3-817d-c5fcbf9878d7,Ida,SAYUXe LdWyxypmLZbEQKQewig,T2kR2DsffPad7k-4mysQWdGiHc4b3klrMI  C16SPHvq9MBS9NqwyMs8KQG3JBVn D9u9zL1UlAp4jeomO1dk,916.45
582bf21a-a15c-4a06-afd7-408073f62e65,cf7e78be-2580-4a1e-b9a2-9394b45f7233,Keelia,KZtdLJoXddqmBuFOI gAP,SWZ-1Oda7h3LOJXriXXPL22pj8fzt1C6jafNuIuWn7Gr75d6asVPhs8JnEE5O87s hq vmR6cFoU49oAw-cvjDbujB_dIRHE9byALQLuMxSI9IfWs-xc29TYhhhkEEhLvWsph2_KvbPKaXgdyXNaSm-PfQ 5p8I8N5Sx-ABsZCbuJ,704.96
582bf21a-a15c-4a06-afd7-408073f62e65,80208c87-3aa1-4e5f-8e5f-c02c795e0b5d,Helena,MmlmbBCKwvUHtaKnLeINvypnvguzXSkwiMQb A,l 6rwb6h8Y-o4C aHw5 5GLO1 XCApBI9f8jqKt5jfW9fAE2Uk7U-77_a-nR9KW7bGznKP1NpcckWnkG-ew-dSkCGhdG_scM5k,182.16
582bf21a-a15c-4a06-afd7-408073f62e65,f4f59b56-0b48-4f56-bb2b-3dc61044b879,Joceline,agp LAXGUatNKgdkxPlrgdvfzxVBsHonCO,MfiFEw3CcPrDEFGZehxxmTO2lOGvGRBc6xZ6D6kUFLogKXV6Ysvpk3HU65hA1WjcDS8t9lphCJlHmgSVBXTu1PvlAE1X lTDvZVBXvynzo7cP9 A1K1aTvHXZCQuCIu9jsUF5cuyH7YOkusEZxIIXhTv_EGGumj32okvAfXqa3,348.9
582bf21a-a15c-4a06-afd7-408073f62e65,4fdfca9b-1408-46db-b9ac-8b8ae9121486,Lusa,QSwCJ Ogrg CjIwGcXVqLyzPVWgpJdP,hAT MSrHtyZ-CX5p4TNGHpXZMZ2lFIlZSVx87ZXiODvzswZNnQGNTt6XCGtI79brkm_Gs_hv5MblfWRhWtZX8HU9loX,545.89
582bf21a-a15c-4a06-afd7-408073f62e65,84a38e6e-d4ec-4ca1-914e-95dd3a3c7121,Sadie,zYu GnlbBYYkyJewJFSduFGYKm,yYsPygLFxnvYtxfFfWzWKK QujK6rs72MtVaBGYHxwBlcTJ1 jgVsYjh_xYvpTVx4NBJRLRU8GsIHAsJhml2ZOv-yRJb21_5BhlNMF3zVBoXt_ckOuN--r97K1O6knhNOWNVMfB2IjkXayR16hDeefKFtkEV6gUoJ5AP7L1TWgXxRLeI5U,950.06
582bf21a-a15c-4a06-afd7-408073f62e65,726dce73-9d63-4e6d-8586-e3537089af5e,Tobe,VAjVeJLOAUCRJCACdGDcDJjDhrqeAeTd,yMx2_m9GALuJ95Gr9qGHDO93qI 3h9gThVUqbBv3U8W1eT Q2foJVkEHw1ASjqAWP1RtV8mi8kxQctsAM-kMzl6Wc3ua27AD59-UdJtW5E4o8ln7wM7S5lz8B,75.8
582bf21a-a15c-4a06-afd7-408073f62e65,4927d82d-d970-4f3a-9bc1-e899c08bb353,Mireielle,ZBcOUrGirEQidlDGosCSPVOhRrdaicFbUY kmvbTKMywQMpBrr,KgOMLipWQoXDYi9j8L55QkGiIXoQEGn-KvRw6o RWwa6CabD6uaTaCw7fQwEkrevcX docFnikjhkzM4,50.73
582bf21a-a15c-4a06-afd7-408073f62e65,8aa16dda-5db0-47c1-a03c-0ed9d99e1045,Viki,QdeARMvkVhu zglEZSUIhjYueEDtDwdr suPU,TmVMI8_D_jRAy3J8PGQu_RmQbV1odXF2ZqKlcMzm5fEHzy_1Nw 6rfyjLsSfhUNeVLg_A9ewwP84XP 8qTYWERpM9ag A97jWFjpOqoMNsLl OIta UlhDPSKpRVtgrebOd8ZQF-h3cGgdF,8.66
582bf21a-a15c-4a06-afd7-408073f62e65,208af0ef-8fef-4438-be42-02bb42b7f21f,Alejandra,uEzDLlHTBaSsVmQugRJoEU,QQqPc Piaavonm42msdVaBwCUTSg 1UgvNKPMYk_GcNqynkFW nd3I4f-XggZtY8DVSrpgO8ag6F,549.56
582bf21a-a15c-4a06-afd7-408073f62e65,8d443596-049a-4ff4-8634-3372b12c424d,Cathyleen,ADmCVbhVqdCmkPoXxOGRnzLgwwlXc,t4nsXRCVXUM75G8v46fSenDme2r31IkjwxqsDArRJ 4E6oysXy-OTSydvPSo6ZnOnyYA-IIk2nrO8aepsuz6AvzPCXJm81JqUknFsxZR D8VS-DNWsF8WxfwmfDrZlsOTI4ps,646.02
582bf21a-a15c-4a06-afd7-408073f62e65,a1cad422-84cb-4e7f-a139-f87d3bf6913f,Annecorinne,nCmNILaCwbLvEFPKNlXMFakqgAWa,KhWYPwKrpFhW6KBY_t56e_z5sSyirz9MPETD6rAHD1ZZdw4tpyFOZ3U-XwijJLy_wJlhaIquU__xofNbQQ,30.78
582bf21a-a15c-4a06-afd7-408073f62e65,d1721567-9eda-472e-b157-c8564a87d934,Melina,UOqIqtfIrWhXqDElttgwwSJbWz SWqVYQKhLCaWLT,raAX3lh99omrsUxtPUulSlTWT_SLQi3mEufLphLfra8-Ck78XVS4LHLk3ALC8OFGGo4cmTvOT NZLHoaDzIteFARnRWlInE2v2EJ2tlTbmEtOdTdNPx4187kgyccoQTddSp7IiAs-R_3Q7ZWZEm6H37qom-fXeOXGiOW1CNidy9bZeTiBes_VSacsKiFdUxcxPd15,141.97
582bf21a-a15c-4a06-afd7-408073f62e65,e8d9078b-57c7-417a-b510-ef21f80a6768,Nananne,LSRBUtjvjDXlvIjRZbyRkD,77BBSWyVMz Amg2ueRtIFjKdzecxYHhLFTBu-C2LK4XKbYrILCaUgc_A OpPNCOqJDilF17KA-R77WcC6rT-dXrq52ELqESICyohv32UpzOL5YK_DYJGKfh8iolMallnFhD5H3lF4p4eO4Vi6Uaiqy7i4JbKicB8g3EECEZOpTN Qnu2g3vHQMBXONPWQlqMHtFy,531.38
582bf21a-a15c-4a06-afd7-408073f62e65,2253fd92-bb14-4db0-b677-38060cdeb1f5,Florie,WFzUHQMBXmDwaDDrbOENNoBaXXJtXHBxokROKTBIq,fmqrSxhp7pvH scgKCbcc_r4OyCwcXa18eL9Na1LhzJYbT6xY6-,664.81
582bf21a-a15c-4a06-afd7-408073f62e65,b2072889-b32a-461d-943a-2f45f7992cfa,Beatriz,kUXaiwuiZndnVzCNvrPdHXQGuYsCpzRUA,2A- YSfN9_1icMdVlRlz1pjcqB-GScm48V5DAYp_bX19jylTQ3q4aSJDuADNXdKsOnBzquYig8CVUkOty14hDLqyRjqRhm uaQy_H4 GgwO2TtGk_EG,127.73
582bf21a-a15c-4a06-afd7-408073f62e65,74a40090-0e8a-49c2-ae69-dbbc3ceb0203,Ericka,WjcXRlClCOVooRgTztYnylYclSof,A grIlTurAdpL55hUifr_-VgTI97LAZahWlZRwSfbTDDAtUQs8ruDJha1V7Vm9I74XyBvpj2OgTW4zazllL2jp3w8NCZ7GttrWZwu7kU7X7O22I5UPLoLeK9g8KrSeNuP8C7cwsY8nIYgL6eKzCsLrmoBH8z9ZjSYeUnVjjdu mWTciDN8qJ6f_vsnkVWv4q,633.62
582bf21a-a15c-4a06-afd7-408073f62e65,dcfd7c1e-96cd-4f9a-a714-8ffd5dc0d176,Maurene,IAUwpilphgGDdddqOvEHQpelGGGgrJAVyiyJsYqY,wcy-YFE1ZV3txaRxV8FwCALejifRgkCsK_GakXQDwKGe3c6qD9TSrqFRSm4MKHGCJDh6-u,719.75
582bf21a-a15c-4a06-afd7-408073f62e65,c09b3ec6-0b08-4041-b004-23ef5b979bf7,Vere,moyHjCXIeFXxPW hHEdkSAXKUR,JZPbOYInHZNOO5Bn9R8lcAkb  iu8i5_W6w-aCFle2gHiVf9hqXdQGrqFAOE_-WNGqdwvS2fvfYlYfJKBaVYRI7HCEnr7CCzR G5GJJhqfhV5lGu7QOd-i_,582.69
582bf21a-a15c-4a06-afd7-408073f62e65,841d7c74-4609-4856-b073-79b3ccbf4a95,Hallie,FWknvkRwBbFKTElxsTEwBtGWGL,Ld1cNqk8CN_DiWrmTTVmvQDiio9DsC VuLLv Rg5D_bXsGZ_1tcwXWzhlBKbRGH5UKu8qCEzzzPKSZiRCAHDkAWlmmR1GHCpp-4bL3N itWFZVpi2V2Mzxl19UztKIpzfgWOfa5tnfVpCyYN-He HXzajo_7 w3q6ulzmS2clooBnJY5LfH_iSkduw,293.83
582bf21a-a15c-4a06-afd7-408073f62e65,93eea3c4-680b-4788-a966-fce5d04d401b,Loree,DowbtZXQDRXYtunazi KodcGiHyC,Un7rb6GG1Nh163RKLuB7yzgAq8yjPadMP-c2BUlHeYgnG4e-WgSyPUvMkYW 6aUrwsChTDQeyod-LNK,505.64
582bf21a-a15c-4a06-afd7-408073f62e65,669fc57e-26bb-496a-9f7b-90dffe0a6dac,Elfreda,FElwRiCrfRgfOlZIea CnkgJSZzXW SPQCQRpaCJC,jWYmfbXea5VVzLxiuTCVUoaq_i4VXhGNS81kjHM28Zfw4wzVb1HBAiU VL9d9JECalGHoucvSYMnvdzfAZGo6tYcI2G ziROtYfE_9GCQDL_D2DMDfagq3YFufnUvdO3D89zkIL3CIFiK2it8MI mqWGBbj6QPj9OH_LZefKhylaMzjJy1Dm8b u8m28l5vc8ODQfdw,141.22
582bf21a-a15c-4a06-afd7-408073f62e65,9ebd5e11-0533-4669-bf0b-48725515a8cb,Olwen,IFspbnJvfgwCkowHtchdqtbfpSiVTKLRHIRTZ, nCg5LnqebjDjH7bdqziojaxD7_ZIt6zi2_7v_p5x J319f75pcRb_jE7-RBhbkbj9W91CsG9L19Krwy4kvuXMGHKcxYubGQJb3c88yX_rblDM9xVhfC,821.76
582bf21a-a15c-4a06-afd7-408073f62e65,1cf5105b-cffe-436b-9e08-7f874e3a1173,Robbi,wZuUSbDpnYGJSb vcjFdXkzqSWvXJybgyvFhXKvAeTEYX, Vt4L7pcSmCXN4fud-X9mwGxcUwltrMsmzuAkwr_MCIUtoWFfN5qO9kSSugC-YiwV7q_KtqXQBVoPTp4pO4js9cnP2wmzCbGBaKOJYaAJl 6mFgCnVK2EOOkHz8vt537uhJrGrT-RZQyW-i SnHW3Moa7h7HuGbPxxqQdNZytO6jGDrdYQ4ECfPd tc pamicpd,972.4
582bf21a-a15c-4a06-afd7-408073f62e65,35975f1c-f8b8-484b-a216-a00ffcd2b8bf,Flory,QTcXJBlGnPABTEqGkEmzMONzNitmrnPapfrO,8SuAy2jBCoGVYXrG-foRCO9uKTB-wqPl25XoCZLN_D5szPybUiKd_AqfXm1rphVjgqSO5eSBJfgeLDRBq88O8ZbTcHB4sG-4NQD7eAN7-5s14CErYEvKVju9mfNGMKONFxllo EhpSz,903.16
582bf21a-a15c-4a06-afd7-408073f62e65,a1518e74-9abd-4b19-9a15-ca22988cea80,Harrietta,ZVLtMRoQaNuszCzUOtNgXrnjahxsnMkMAvbXUSFDVmFtuNsX,EWZACLdKYQb51VJNzhJYEAVNg9couCm cgrU75bU_gVmsJvq9bUBIuL21rSKgxGa3kzbHEEXiACK7Ftdf_ziSHmuSl4XUuNFPX52B3ayUQhUE49_BzMYdfzcbuWBfhVT Hzct1T1v5kKYdC_f2bmZoXNTDQBpYhisJjbzy5k,184.35
582bf21a-a15c-4a06-afd7-408073f62e65,362f64b3-9372-44df-9ce7-2e8664ac973a,Mildrid,zSlnCVhReYVyvNvGcsxGhPXAcuMPxXvAjvGfQbkzov,ASh9meT2fn9yugjgelUn5IcXKDM4XzG_-n-EzYzaPBt4WliSTLSuqXTSEZMC5OYG1CL5f3 PIEoeN-9WSemqeiAJN1zfTO8Dq,207.21
582bf21a-a15c-4a06-afd7-408073f62e65,eabce4f3-641a-4994-9137-467be79d27be,Alleen,pMAmFrVcqxGrxyLkvnL HCInNEejpEFhgbyLmPYJFoz,A 88gQ98v3Z1Bm_pZ vxXmSVEtPYxqqWXxk XxP9Z-1pcvh eb_9TMqhZtaGu3MqnsE5YrjaPIXw3waRMWDaOXrqtKKaiKIb- tKXw89_IFuiVKrcBKTjlJWHHf9fwmgp43N9-G7KBkXfJTiyOHTMDwiR-S4v4XWfc2a_azcJljmpwboRtQ86hrFzJF -fzgc6e,752.12
582bf21a-a15c-4a06-afd7-408073f62e65,14d488f0-a32e-4271-810d-6024df4f243f,Annecorinne,xwskoBPN cFaPoCIPqkNLeMuplvMzEeLeeSj,dPnBnNtfnL8lfL6BvsUYwq7oaTu 7uO7gargdKGT c3ItHPT-bH_RjnKj_ADrGSFF_GIcifWVzAROMHvgf_kAF6a_nsfdg2uoPOhpXFcgY21v4NgODyvJt3Da_UG7HV PGA6Cdpp9bGUQ4-KgAGmRzoMPdORVOaFKmMn_MMi,649.56
582bf21a-a15c-4a06-afd7-408073f62e65,1e3c069e-dd66-4bac-a854-9dd4579b1573,Kate,nNjYyBTbnbYkQzpEstshTxftxYJCeUBUlHvkufFKVtNuo,zmA3riquA9NNZCQCo-N1D9on1nr SYRbqd6y5qOFbvhCq329qnriZsIVSPJ5wjK2HY9NS67w8TI2faZmhAqzSDAHdZ LXsdTU_ho2DWSI8k9le-5Az5OK18N7t9Dtc8eqz6bvxZZygk8,611.67
582bf21a-a15c-4a06-afd7-408073f62e65,97ed5b92-6200-4251-8409-f852a92553f2,Jeanna,MYeLYXWSmaxzpZnlSLHiIYdHKNQyBUTKPKwLqHWt,OLgIT7T3taRXOQ2VVcq wplRrSIWH5cLrtbDFizop1rqugw8WrEjFklVg3 iafPSwg4EIcdPQW4-LQ5sejtVjT3A_jrtKzGMYGoCWiYgTppxR8bMwzcBMIplFmigOnSYB4qEkVfDf8rq4rSA cgz-HbYZtZhj6HM14CmK C45CqmS4TAhI3-xrhDqgp31n,399.14
582bf21a-a15c-4a06-afd7-408073f62e65,9e165510-ff1d-47ca-8c6a-a85a34a71f9b,Jasmina,mhYDNRFWMdrestOwVHDOFuKfwxwpTv,t5AVvK9aL_eTrJHFOJKUeX xoMZXllWfxNPLMIN8yyxwzSqu-PvqKlTOPncY9iEsB3YsftbeZQMYvZCjyzw7w48XjCRYd4TwwsX1jg-3uJycN6VHAgwJNtpq6VL8t4gcCfMHYMV5ouH4S,40.7
582bf21a-a15c-4a06-afd7-408073f62e65,1d3b3a72-aee9-4d82-9e9a-e9f0526a5a1f,Darlleen,LafxDTcsBsnrOkldnKP ,mbRQIt-rmnOwUmr_IEkQBb3BLziB-8MWwlU1bYhByN_kAMLLazY-8NhVzcIGLCs9PYNKv926yf w1jFRyNfrtqRJDfNts8cgr8,138.61
582bf21a-a15c-4a06-afd7-408073f62e65,ceb7de68-36cd-44e2-9b9f-1fa2281d7329,Jerry,gYCRWqLJZI ARUjrRFfhejoEuRxBsqIPSO PQONVkIDNTHf,jE5CKTqB2zOjmNBXsL73eNtOpMhwa912GoDleCno9O4aDdiY1QTPrf HNK9O4xRKkPSHY2ysb4ei-I-I1F5leuMliotienQW1xzE4TT3837ouUuUSGwBDzbtvEbgQbpBjLc_N2LVpOo4AbOwGx8p8UjFWQWnrv6ZkuSaEZgesX3ZcyAvXCXENqbSS1G,196.97
582bf21a-a15c-4a06-afd7-408073f62e65,43836e5c-3c1f-4dff-8690-aa38f63a5c9c,Sybille,wjDeGkaxUZlBz GJCyF mdtxwHCztWhtX,jUHPu4JxdYKbD9X83v5o7_OVgKKZ9qkC_b67Envs1g9wIgiIIDuGzVNafZ-oqefuKP9Q5HB2BEl3PblY95AmLeTaC nezg,302.51
582bf21a-a15c-4a06-afd7-408073f62e65,96a77b5f-f11d-49c9-9e11-8df87e84f988,Ottilie,CDFSDmYfgJBrYZgZbgDziapJREIdahOrCJnGAjEsOyUBJKIx,hjxK2GF7Q-5_ZJrMwHs4NrSBwhAwE5i7s1b7sqyXxmUMddRPJ4s-syV71NMXADlshpnfmlozqrXRhzsW,584.83
582bf21a-a15c-4a06-afd7-408073f62e65,26e2d9d2-b061-4847-a42b-2a71acf1c7ff,Fredericka,PGrXjhjJDOVP zJBFXnnfHqyvMWn jvhwbP RfQCrtbwjKYl,qTjvU6j9ND6RJvy6aZaBLO-95aZGNd3MvuOAsrzNr1g 9C e1Qmq42M9wekDi,64.62
582bf21a-a15c-4a06-afd7-408073f62e65,c88b5f32-af01-41e4-b86f-94eafb07ccec,Angela,REkHpcqtZPSMinIMGTTamUQTfuczImy nuzhvOaHUBBef,KClMttZk4l5OzXqL9Qf6U5m-nuV72SFpdGYr7KwjTb6VQhebAnBtmgsHDETkoPTjo5dY,365.36
582bf21a-a15c-4a06-afd7-408073f62e65,6422f9b8-1fcd-4ba2-960e-8285364d2a0f,Johna,wwgSifKwugIxKPKRJmMRSDwx cycmVxweSzoWkJHzGBjCX,VJWeah76ysJ-a7xIfNg1qmRghtYJMS96myFn4_sF19oRyycV4CIZE7r,104.18
582bf21a-a15c-4a06-afd7-408073f62e65,9efc6367-3e70-46b5-83bc-dce95898e6f8,Verla,jlGpaOYDCeqdStnabWORTDHdykOYxnBNkZPKqaRhADG,3BQQGMPTpRRQtqfpNxkeOEtyrt7pa JX1dTktGjjNGYe91jR-47D,366.3
582bf21a-a15c-4a06-afd7-408073f62e65,998ae975-57db-4cf0-ad97-234428d84e44,Damaris,NBbHpI puoVBUvpPfwqTgDAEKe,Wxk5nNhOVEVVMFbIlJZJQfwPxqX6z8tcf dgJ4r ihamb4H8XYNKQEiyq-MLE31lkGF2BCHWBYp-t6e_M4ib8NetaKIK3LLcUvFkFG3EFnzxW-37DyT8NXbYaVfjZwidV QthEEhlOCcpO-kCbk7clPCsealEUSDrWfRfLjIluxygetNhStZDSvkPRz1ME _CQVOq5eB,852.22
582bf21a-a15c-4a06-afd7-408073f62e65,e4ce3da8-10bc-426c-ae51-67dbbcd24cc2,Alejandra,IYKezggxBsbclsWXEzDnVqaZwxUR ozYAgFlmfFTK,LwM6Xd3YP7kfRmmSGIPV9tKgwVNlLcgYgCZELeiEuIWUSotCmD5LGn5QFKC3L3wDteiUtt-qteUvvD_yOhgP2LKnKBlmY3tVAtDNJolhVr_,999.87
582bf21a-a15c-4a06-afd7-408073f62e65,157ddd5e-e31d-4b0b-aaff-e7dfd793183e,Genevra,EYyiEGLhLDainGazcyPngzymqINA ruGjloNgYJPhOouwJ,BHW4SCJH1yp13_VJ1DgZkzjXetVX6h5nWOkaROAy1ltQQCxx-n2TTsOZWbxPCwhrSd2GTaX-b9L_s6KpNh VsdeTH8G_NJib8jU-9QvHKYDp-GcCNK6DSooX Ym3CLzaFhpHKaWKo5c7dVi3CFTtf IuOolraz3qDgmD8IQmJqcWrl5aMQBBd xw3iMU38GyAZ1t97,470.21
582bf21a-a15c-4a06-afd7-408073f62e65,02782f3b-51cc-4bc5-b6e9-8a8266042b95,Deloria,ytGN nROHRiPyPrxorjRotROb,WoGwIvKXq-q7EluDgIR6YOoMsaRDNLC3tDGWK2cyj1mXIr3Xy-Dia7AP--krCch9iTv_MOp5fEiDwLYk-ggxfLVRcA2f2x17HE7Ob_qt5nPS_wZDUAG9LVkDkMWurp1ymP-vn ccgeNIiwW-THQAZ6vv5a93zW-j7TWG4G2W8-rc9dT8,746.63
582bf21a-a15c-4a06-afd7-408073f62e65,e0db8866-5c4d-4d51-ba4d-48142de04272,Farrah,eTwgYRWvTrZgjrYreruM,g7OKxAk VcoSm73ek_Fo9P_QRjIQVyPqNgZovTduZFakFpI5iV6zxcVTUWixlPS-XdUBRpcHUN1dLuGc9U7OyH6_zqrL5dT-vz,248.8
582bf21a-a15c-4a06-afd7-408073f62e65,1f59d465-9faa-42fa-9222-531e60d569b5,Jerry,KKfm SEKEKEovdZLGdTdhSWqeTXOJzdDKOqsXWKTesuJxzEpDR,ToEnTeot8y62zOOn-mtO4tR E7aNYI1EWFXHepX6B3D5xHE_QzeU9hFO_d HcQaMZAZDLuIetUHlRNi2eFTg8QqesAhugGAYfC8Mxz5F_HtTtNUtHc-H5QUNdrj92fDyJAlRdAnveIjk6n,875.47
582bf21a-a15c-4a06-afd7-408073f62e65,51473bb2-05eb-4795-9a29-493a90899f46,Elyssa,mHsEBllEZJHECYfigTFrNjDLzBRCxlSJEPePVgs,WNU17JdT7tZKFnDsY4KI5icQK faJdusjbFcw-ao7aM61SQSiXwbGd1Zl2P-BGhcyobFZr7Zp-47VTmPtuziQZgtvt8zv55NS2U-_J4ITQy8nWZZqQJzIaqeL9kZD3XHRGaPV2RxiLDX,951.72
582bf21a-a15c-4a06-afd7-408073f62e65,e319dac7-77e0-420f-af70-81bdb9b2b522,Adelle,teJvNSjttvsktOWoXFZnMHMpfdgYVSCFp,jHqvGyLc_lr3W-iDVISMrhpVwisWVSREC4X-dCcrOUmWWPxGB yTSKsKFTxkEnYx4HMBu8tTwttBfaMgpyxvuDOtuIrifi XouNSulUDG4Kl1A16WDhK3AsCpSkd4g IuYGrgVPkJvY3zhXav8ssEMDly3vqtUw_JjciHKCsXL5xyIe3iL-gHWjcuk9uwgXZ,997.32
582bf21a-a15c-4a06-afd7-408073f62e65,01b5210e-9abf-415d-9113-ca7df4d97f3c,Silvana,WLLqlLjDoeHhrydbccFyoCoDjTdJewHB nswmjQDExFxZmMg,XORAuKU2V7lIqELdD3qTKve9UDXiTWF3RPq7wQ-opjn1t-ivcUB7NRba6QqNzNXuou6pspsSB1Z-9G92Keud TfUkTm8w-kA,395.75
582bf21a-a15c-4a06-afd7-408073f62e65,865df77f-92de-4560-8e6c-18442cd0e21e,Melina,EzgXwAMlHcTCzv KVItZ,dMQCQqmvgACjFgfApcw3WrzIidCKChmQSXrD V9bqCTVPutFZZIASSoJyVfAMqUqNFh1CZjGljaWOTV7yW83 TgxmmqydviLJ-ALu,497.7
582bf21a-a15c-4a06-afd7-408073f62e65,114fbd77-1902-4dc6-887f-5ad98d8745c6,Starla, TSLjZvZujgOzYDugauMeKSfsJzDpnsthkzwGzqdrgXfWDu,KjLwQUFhEuJJNIXSUsLt3TMp7YG6494pJBdMvrMc-oj1U_SR-vWp-9kSF8wIRss7nQLfKZWSsdfXrHKaXg8EnwD7cpgh-A4iIotXwb jjlKuFliuqAGPKMPMNUPXlHDXVV8XnGHzxRryrCccW3y75RiXPX1B8PCAPgDR9lLFV2,562.88
582bf21a-a15c-4a06-afd7-408073f62e65,adcc64d4-7c06-4831-a85b-b21129c21238,Audrie,wZHkDCUzhVaSJFqhTcQfUtDCRNCVddSLSX,FlqA4pNUWL6P5Wq5Dx6CseJqj-jh1GETWuxwsir6swNDUuLcNez8NpvA7ENshda- 2pKNA,580.22
582bf21a-a15c-4a06-afd7-408073f62e65,97b98890-9b4b-4620-b72f-0dfe11f672c1,Dale,uYgesqIOuokdAXkBIKcJqfVaqaLlYEOrXQkTPZlhGOYQqmQ,JW9EUzXjOvnviozTy8ANQsu6qpd9SWXFuBOYF5EA3D4APil7uc8RS6IzNP71hsOGs9p5Pq HiPkBPC69YYLNDE2V4kuvBLnXg kX,709.09
582bf21a-a15c-4a06-afd7-408073f62e65,69ad7fb2-3023-4efc-b49c-9e44cb7f46ca,Meghann,OddbrYfrIBLbrMReEIHxq LFMPEhn,Dd-JQtitNd55ljo4fuzrGW-WwHIY3zgjvFzKxcdpMdXwZfD7zp1v_bgYUSwcVVWq4uWX9St6iH3_SBBgbz_LztNfHIem5dwWj 7jO2yFgT4ivlcsTAz92ltdTTxUaOtFdv2eAfQWZtwFOg7yO9Oow,54.45
582bf21a-a15c-4a06-afd7-408073f62e65,ed036983-67a7-4a49-a23c-b5c0b800e0b1,Kore,ntxeuiYpjBzCdIyFlgUhI,NFR-DIOTYJ3PKZABXdnKVZLciJjFTeiWfv2mK qGtc1m-6nUj8CL_FbRsIAh5OMmi4am3yR 28ggmkA8aeLzebSB5r_gwJlBPZT2a1cLN2yOc3H7j_-MdZH4Ndywdr7uMPMarUt7,176.81
582bf21a-a15c-4a06-afd7-408073f62e65,f11f6a2c-eeae-41a8-91e3-66ede8ac2f20,Bettine,JULkCPJaNhAhdQSEtUWdwPopH,oYTInz2OjfK5CKRVQBitAjLM6U1j2sE78wOQjvNG1bOIUMakthYxvI-IX3mZsWN8tXrmWfNB6WOebqXxMCC_P4S17fmwSDlQma3_9wRb1_HNuD iQVYKJ_wMLliNI_k Mu8iG8MZs2OHUSmU37-i x7fEIGzHUhPJ1DDOoZQ9QmiCxP,346.05
582bf21a-a15c-4a06-afd7-408073f62e65,56f8d6a5-4da1-4247-bcdc-0eaaad59490e,Ericka,dMcKYxfamqDQRBAbJNmCDsyzsrKafJzNKgDgfrrjdMFev,ryheAAXAJGHLzmwdryVavCTQaLgFleNiAEYuRwYjVpE-RFe8DW74qo1BmqE7khs2EIaS91sqWt6_UjwnQRs3BzSKrhDH2kHCn2Y,382.62
582bf21a-a15c-4a06-afd7-408073f62e65,eaeb66c8-4803-4ba3-a7cf-4269afc24366,Edee,hpZJNqMcTO oqebfTuwWByJbFZl ,tuRxh8pGZceGUgJedOlc7t gQnCKGkUUvNjzNBKHgDsO-HJBnwcoXST5A-ZSZ FF3CiHiZtDHrIEnizgtJ9xA 7ZiszdhUImuxDZATBzK5CWfvojT1Ax98wVqizSEBWM zBZSIReQO5hp1YKwLXn,252.94
582bf21a-a15c-4a06-afd7-408073f62e65,28f25595-b09b-4b95-83fc-06777d742fc5,Perry,WAowIxcgOqcNacqhFUNnjORTNvGJhwwFKq,1E3dLpa6tacWbO-ksTnHdvKMZ1j_H-YTKEuyl9aFTlXDUkJflkuHfuqeQXRjj,47.73
582bf21a-a15c-4a06-afd7-408073f62e65,b20c6ecd-cd76-4f6b-91c7-df4a1125d5cc,Emylee, VRZpGfmgVmlgtABZLlkXgvwLrCYlg,z8OH4_E_eGiGvAiqAdTcAr-Zr9Hbqi1d6M7ScSTOyllW4OyoSRme6882pnw_5NtDPoB,959.59
582bf21a-a15c-4a06-afd7-408073f62e65,b7101c16-699a-4422-84d2-91b88caeb287,Jsandye,hKtkJDulTlxqcLdCDQKIcToDbZiSFkpbkwWNyqhRxaNHn,1o73iLnwENBRs-S3CbqXpl1QFtRvc1jFL6HO aAPMInbTQTFLhoJwL7Zcbdwt-4sUO6JC,892.8
582bf21a-a15c-4a06-afd7-408073f62e65,e9e4433d-fddc-4887-8e7b-7f088dce80fb,Charissa,CDwIpAHfYMVgYYZxHpbWfecrqYGDaJopEtjBhgoEBNHyxpbCis,mgb-umuJNXCaKeEzQ4pqAQ4lt9msPWXVhupvhwEg4yLf3WBKLeWQEJQdQasBY4lJ9LLjO7alL_PYsWGCz vBQhc4R-TGyFH3cr3xkMWhIMsE8XnvMCrhF62Hfi6JLrq s8qZqNz1FUyK1V-myy,89.55
582bf21a-a15c-4a06-afd7-408073f62e65,791fc315-1d66-489f-8a51-b0f8d118d819,Lorie,eRGFuVmJDOXMNcZXJ ievyIX ,MHQEJa3--o3-6Ql1UpXKFfOWVHm78tY5Q257pc5dbpfaTVvYDG9iPXTq3ReBCmTyYGGWNCeZPkzAbd4b,796.8
582bf21a-a15c-4a06-afd7-408073f62e65,c5c13f24-2d90-4f1b-84a9-8a6bfaeb018a,Jorry,FGdpkjtszFEwUeMmaINfjrsxaXvZ,E5uG1gb9CjjlDdLlKOqA_MDbHSz8f-4mM5m6i12SRETEYb3RcRk_nOXdck1jE4IAPHE-cmSSlt3Zihf1Y5Dh1,58.73
